Time,EE Position x,EE Position y,EE Position z,EE Orientation x,EE Orientation y,EE Orientation z,EE Orientation w,Left Finger Position,Right Finger Position 2,Left Finger Velocity,Right Finger Velocity,Left Finger Effort 1,Right Finger Effort 2
1734659486.671291,-0.1807668703446971,0.004493116581084815,0.6721626191522861,0.9991124283632862,-0.03669659252994104,-0.02044878595656045,0.003092367961749043,0.03994109481573105,0.03994109481573105,0.0,0.0,0.0,0.0
1734659486.871282,-0.1807639254164834,0.004494106682178118,0.6721610695245217,0.999112282856691,-0.03669866616614379,-0.02045211159638147,0.003092778324783989,0.03994109481573105,0.03994109481573105,0.0,0.0,0.0,0.0
1734659486.904618,-0.18076888166563465,0.0044938662101670825,0.6721619562781542,0.9991123927960834,-0.03669879073117688,-0.02044641833292224,0.0030934281161187726,0.03994109481573105,0.03994109481573105,0.0,0.0,0.0,0.0
1734659486.9712882,-0.1807685895840959,0.00449227059296823,0.6721628168194299,0.9991125498029713,-0.036694442568510385,-0.02044653710503774,0.003093514377604044,0.03994109481573105,0.03994109481573105,0.0,0.0,0.0,0.0
1734659487.004628,-0.18076309917680783,0.0044941984969456075,0.6721609948270632,0.9991122032913832,-0.03670076849671717,-0.020451953836272747,0.003094577558763086,0.03994109481573105,0.03994109481573105,0.0,0.0,0.0,0.0
1734659487.1712885,-0.180767736654805,0.0044913934013324315,0.6721622733123241,0.9991123972814907,-0.03669727831316624,-0.020449195723944123,0.003091562239885679,0.03994109481573105,0.03994109481573105,0.0,0.0,0.0,0.0
1734659487.6046212,-0.18076642609963872,0.0044918725965476134,0.6721620009183082,0.999112373848204,-0.03669782903448683,-0.020449276583664872,0.003092063189366432,0.03994142264127731,0.03994142264127731,0.0,0.0,0.0,0.0
1734659487.6379528,-0.18076742163667275,0.004492312220118624,0.6721619029278197,0.9991124415188689,-0.03669630682322695,-0.02044871377966857,0.0030919852035048824,0.03994109481573105,0.03994109481573105,0.0,0.0,0.0,0.0
1734659487.6712658,-0.18076570655123958,0.004491426424883456,0.6721619919261174,0.9991121891155832,-0.03670212239554552,-0.0204505257683212,0.0030925342566413515,0.03994109481573105,0.03994109481573105,0.0,0.0,0.0,0.0
1734659487.704618,-0.18076754866262434,0.004490673520625315,0.6721624994950686,0.9991124062935712,-0.03669730944294627,-0.02044880681495844,0.003090852594768315,0.03994109481573105,0.03994109481573105,0.0,0.0,0.0,0.0
1734659487.8046203,-0.18076551088553675,0.00449308383582412,0.6721621045301455,0.9991122672539751,-0.0367004215442423,-0.02044968537272965,0.0030930323717976147,0.03994109481573105,0.03994109481573105,0.0,0.0,0.0,0.0
1734659487.8712661,-0.18076771245690237,0.0044935166172091106,0.6721624153223827,0.9991124904823419,-0.036695051179908025,-0.020448145724410154,0.003094821078815156,0.03994142264127731,0.03994142264127731,0.0,0.0,0.0,0.0
1734659487.9046154,-0.18076625815209765,0.004491263151712352,0.6721620038526878,0.99911250475394,-0.03669402298632044,-0.020449567385566244,0.0030930106905028344,0.03994142264127731,0.03994142264127731,0.0,0.0,0.0,0.0
1734659487.971282,-0.18076575016817498,0.004493037334782804,0.6721613704387285,0.9991124443837628,-0.03669529609157069,-0.020449951712751713,0.003094866265379823,0.03994142264127731,0.03994142264127731,0.0,0.0,0.0,0.0
1734659488.0046139,-0.18076922409508533,0.004492056689388355,0.6721631007753593,0.99911257415227,-0.036693153675030864,-0.02044752434777422,0.0030944130707912542,0.03994142264127731,0.03994142264127731,0.0,0.0,0.0,0.0
1734659488.1046157,-0.18076886484881916,0.004493670014928682,0.6721625866878278,0.9991123527428236,-0.03669969226074242,-0.02044675395164182,0.0030934507442374613,0.03994109481573105,0.03994109481573105,0.0,0.0,0.0,0.0
1734659488.137946,-0.1807696495677807,0.0044928315710320455,0.6721628202917082,0.9991124024156723,-0.036698001742091216,-0.020447428041715128,0.003093007242091798,0.03994142264127731,0.03994142264127731,0.0,0.0,0.0,0.0
1734659488.1712873,-0.18076944649058843,0.004495200248953803,0.6721623778728804,0.9991123819449651,-0.036698326953973265,-0.020447663174741112,0.003094206478206377,0.03994142264127731,0.03994142264127731,0.0,0.0,0.0,0.0
1734659488.2046158,-0.1807703809466622,0.004493673895448313,0.6721622324323934,0.9991123790541812,-0.03669941060297699,-0.020445900957172993,0.003093932148226119,0.03994142264127731,0.03994142264127731,0.0,0.0,0.0,0.0
1734659488.3046186,-0.18076902521873642,0.004493373845143236,0.6721626116578697,0.9991124538228929,-0.03669697143329506,-0.020446566399664638,0.0030943215873118404,0.03994142264127731,0.03994142264127731,0.0,0.0,0.0,0.0
1734659488.4712822,-0.1807657064477798,0.004491304961570593,0.6721615167947593,0.9991125556795692,-0.036692879379906077,-0.020449206177757508,0.0030925156346706993,0.03994142264127731,0.03994142264127731,0.0,0.0,0.0,0.0
1734659488.5046148,-0.18077048805313,0.004492031822090341,0.6721623105134243,0.999112442181079,-0.03669784481092933,-0.020445906306147822,0.0030920835230895415,0.03994142264127731,0.03994142264127731,0.0,0.0,0.0,0.0
1734659488.671283,-0.18076941946135097,0.004494345929463755,0.672162673040129,0.9991124514031401,-0.03669744933110165,-0.020446055091120505,0.003092813445791934,0.03994109481573105,0.03994109481573105,0.0,0.0,0.0,0.0
1734659488.7046149,-0.18076865375482448,0.004493848952981712,0.6721612316110327,0.9991124205579012,-0.03669753122107158,-0.020447328114419745,0.0030933900806360956,0.03994109481573105,0.03994109481573105,0.0,0.0,0.0,0.0
1734659488.7712831,-0.18076807099650177,0.00449262040363563,0.6721623320255571,0.9991125612906125,-0.03669292350097635,-0.020448721138009083,0.003093386507218063,0.03994109481573105,0.03994109481573105,0.0,0.0,0.0,0.0
1734659488.804616,-0.1807647519216147,0.00449203005431968,0.6721611961042314,0.999112392258827,-0.03669696632752316,-0.020449928153022334,0.0030920439416153083,0.03994109481573105,0.03994109481573105,0.0,0.0,0.0,0.0
1734659488.8712835,-0.18076803693542726,0.0044940652329252045,0.6721624559736156,0.9991122802003668,-0.0367010749988302,-0.02044776065876272,0.0030938213904727952,0.03994142264127731,0.03994142264127731,0.0,0.0,0.0,0.0
1734659488.9712808,-0.18077066830282634,0.0044921113257938485,0.672162592428589,0.9991124767927698,-0.03669718957715083,-0.02044523283085041,0.0030931292646074007,0.03994142264127731,0.03994142264127731,0.0,0.0,0.0,0.0
