Time,EE Position x,EE Position y,EE Position z,EE Orientation x,EE Orientation y,EE Orientation z,EE Orientation w,Left Finger Position,Right Finger Position 2,Left Finger Velocity,Right Finger Velocity,Left Finger Effort 1,Right Finger Effort 2
1734659743.404614,-0.1806719955642599,0.004478308922649032,0.672129337335615,0.999110210415548,-0.036724780114717304,-0.020511539981131883,0.003058544838290351,0.039950285106897354,0.039950285106897354,0.0,0.0,0.0,0.0
1734659743.704613,-0.1806774853287478,0.004477325685960489,0.6721290341278255,0.9991105795082612,-0.036717391362390765,-0.02050675953776722,0.0030587414843625507,0.039950285106897354,0.039950285106897354,0.0,0.0,0.0,0.0
1734659743.77128,-0.18067258907012948,0.004479000454744303,0.67212978766238,0.9991102658599998,-0.036723282127279766,-0.02051158473788679,0.003058119438720574,0.03995061665773392,0.03995061665773392,0.0,0.0,0.0,0.0
1734659743.8046114,-0.18067211766154745,0.00447986919863836,0.6721292126233183,0.9991103066444855,-0.03672175793868093,-0.02051220842435136,0.0030589142210276695,0.03995061665773392,0.03995061665773392,0.0,0.0,0.0,0.0
1734659743.904617,-0.180677346145908,0.004478579298445801,0.6721288896939355,0.9991105865394152,-0.03671657936952237,-0.020507831377710173,0.003059005794473345,0.03995061665773392,0.03995061665773392,0.0,0.0,0.0,0.0
1734659744.004615,-0.1806789912167901,0.0044782861932117215,0.6721287436354778,0.9991103255656512,-0.036724349479198184,-0.02050670756991688,0.0030585042209579204,0.03995061665773392,0.03995061665773392,0.0,0.0,0.0,0.0
1734659744.404613,-0.18067071455508105,0.004479260549256396,0.6721281475035439,0.9991102768600009,-0.036722125202185846,-0.020513057891005625,0.003058537122229193,0.039950285106897354,0.039950285106897354,0.0,0.0,0.0,0.0
1734659744.604617,-0.1806783268997684,0.0044786306176616926,0.6721295363824664,0.9991105290807685,-0.03671897510777672,-0.020506620687277304,0.0030571318206984548,0.03995061665773392,0.03995061665773392,0.0,0.0,0.0,0.0
1734659744.7712805,-0.18067407047312767,0.004474842806064053,0.6721283062425245,0.9991105122661945,-0.03671715261428397,-0.020511123684886976,0.0030543065114405706,0.03995061665773392,0.03995061665773392,0.0,0.0,0.0,0.0
1734659744.9046333,-0.18067170460321627,0.004479236968372576,0.6721287467429068,0.9991102516538913,-0.03672336581597151,-0.02051206063522255,0.0030585636728753013,0.03995061665773392,0.03995061665773392,0.0,0.0,0.0,0.0
1734659744.9712832,-0.1806601609537219,0.004474699808709098,0.672127830198068,0.9991102679912888,-0.03671492288799718,-0.02052684023735418,0.0030554314874143584,0.039950285106897354,0.039950285106897354,0.0,0.0,0.0,0.0
1734659745.0046184,-0.18066470268786214,0.004475323471341608,0.6721286622663201,0.999110402029215,-0.036713969835155534,-0.020521881322313428,0.0030563643363128554,0.039950285106897354,0.039950285106897354,0.0,0.0,0.0,0.0
1734659745.071278,-0.1806651145871341,0.004478622713537925,0.6721286959676356,0.9991102335510097,-0.036718976930999236,-0.020520746864857015,0.0030589041985871986,0.039950285106897354,0.039950285106897354,0.0,0.0,0.0,0.0
1734659745.2712834,-0.18066509752150023,0.004479597640241215,0.67212847488735,0.9991101308109821,-0.03672129071721339,-0.0205214799007282,0.003059768227770458,0.03995061665773392,0.03995061665773392,0.0,0.0,0.0,0.0
1734659745.3046136,-0.18066477287511795,0.004476546535364403,0.6721284915751436,0.9991104514046771,-0.03671281396552776,-0.020521311793361426,0.0030579318099340437,0.03995061665773392,0.03995061665773392,0.0,0.0,0.0,0.0
1734659745.3712819,-0.18067147752016996,0.004471500656099735,0.6721300340639231,0.9991107704868655,-0.036707727617498694,-0.020516039683108132,0.0030501059036066556,0.03995061665773392,0.03995061665773392,0.0,0.0,0.0,0.0
1734659745.404619,-0.1806710354776751,0.004474250235836672,0.6721286186646205,0.9991106714076953,-0.036709372180390054,-0.020517860215503236,0.003050522178790668,0.03995061665773392,0.03995061665773392,0.0,0.0,0.0,0.0
1734659745.437952,-0.18067005768027491,0.004471377347787506,0.6721294475789478,0.9991109051850008,-0.03670313942120218,-0.02051802721200768,0.003047828138782643,0.03995061665773392,0.03995061665773392,0.0,0.0,0.0,0.0
1734659745.4712923,-0.18067229303659832,0.004472583507305809,0.6721291526156845,0.9991106539014585,-0.036710456807883214,-0.02051705769924196,0.0030486004859249364,0.03995061665773392,0.03995061665773392,0.0,0.0,0.0,0.0
1734659745.5046191,-0.18067483474230134,0.004470470019772062,0.672131174308312,0.9991110440136283,-0.03670199630893244,-0.020513237990797184,0.0030483215168213857,0.03995061665773392,0.03995061665773392,0.0,0.0,0.0,0.0
