Time,EE Position x,EE Position y,EE Position z,EE Orientation x,EE Orientation y,EE Orientation z,EE Orientation w,Left Finger Position,Right Finger Position 2,Left Finger Velocity,Right Finger Velocity,Left Finger Effort 1,Right Finger Effort 2
1734659574.504615,-0.18080283794843818,0.004497528198229641,0.6721346664154755,0.9991147241911316,-0.036654048607088555,-0.020411059712447627,0.0031043947241369773,0.03994765877723694,0.03994765877723694,0.0,0.0,0.0,0.0
1734659574.7046173,-0.18080341916622367,0.0044956000040949915,0.6721351614568541,0.9991146199771559,-0.03665746584724207,-0.020410328940589785,0.003102389095245285,0.039947330951690674,0.039947330951690674,0.0,0.0,0.0,0.0
1734659574.871288,-0.18080706125357318,0.004495197755428838,0.6721358438831541,0.9991149717395476,-0.036650164964102436,-0.020406115200770715,0.0031030817584256354,0.039947330951690674,0.039947330951690674,0.0,0.0,0.0,0.0
1734659574.9046226,-0.180803201185549,0.004496685337113828,0.6721354705482581,0.9991145430431955,-0.03665988988290102,-0.020409549105349072,0.0031036524735873943,0.039947330951690674,0.039947330951690674,0.0,0.0,0.0,0.0
1734659575.0046287,-0.18080557175211512,0.004496437823595594,0.6721353706620702,0.9991147235941489,-0.0366562957077658,-0.02040732153537104,0.0031026295498813774,0.039947330951690674,0.039947330951690674,0.0,0.0,0.0,0.0
1734659575.0379593,-0.1808060814145624,0.004497410012085457,0.6721358066986727,0.9991147432765348,-0.03665558678052803,-0.020407508821797062,0.0031034350206362374,0.03994765877723694,0.03994765877723694,0.0,0.0,0.0,0.0
1734659575.3712833,-0.1808065359641622,0.004496046507666717,0.6721351353434917,0.9991148535560279,-0.036652554476860506,-0.020407643089356522,0.003102862803125778,0.039947330951690674,0.039947330951690674,0.0,0.0,0.0,0.0
1734659575.4046142,-0.1808030379479836,0.004498005795443821,0.672135267357306,0.9991146690246157,-0.036655606220971096,-0.020411056511167685,0.0031037790680603448,0.039947330951690674,0.039947330951690674,0.0,0.0,0.0,0.0
1734659575.5046165,-0.18080143046068342,0.004496501599348391,0.6721347705107283,0.9991148230599753,-0.03665129490549424,-0.02041115293821027,0.0031044740807428263,0.039947330951690674,0.039947330951690674,0.0,0.0,0.0,0.0
1734659575.571281,-0.1808067192741542,0.004496379830347097,0.6721345350620718,0.9991149371805413,-0.036650432493221516,-0.020407109695405736,0.003104508763454957,0.039947330951690674,0.039947330951690674,0.0,0.0,0.0,0.0
